Timestamps,wc2-absolute,wc3-absolute,wc1-absolute,wc2-relative,wc3-relative,wc1-relative
1566557496,4,4,14,0.18181818181818182,0.18181818181818182,0.6363636363636364
1566557497,9,3,9,0.42857142857142855,0.14285714285714285,0.42857142857142855
1566557498,7,0,14,0.3333333333333333,0,0.6666666666666666
1566557499,5,2,13,0.25,0.1,0.65
1566557500,4,6,11,0.19047619047619047,0.2857142857142857,0.5238095238095238
1566557501,5,2,14,0.23809523809523808,0.09523809523809523,0.6666666666666666
1566557502,5,2,16,0.21739130434782608,0.08695652173913043,0.6956521739130435
1566557503,6,3,10,0.3157894736842105,0.15789473684210525,0.5263157894736842
1566557504,4,3,15,0.18181818181818182,0.13636363636363635,0.6818181818181818
1566557505,10,0,11,0.47619047619047616,0,0.5238095238095238
1566557506,5,2,14,0.23809523809523808,0.09523809523809523,0.6666666666666666
1566557507,11,2,7,0.55,0.1,0.35
1566557508,5,5,12,0.22727272727272727,0.22727272727272727,0.5454545454545454
1566557509,5,3,13,0.23809523809523808,0.14285714285714285,0.6190476190476191
1566557510,6,2,12,0.3,0.1,0.6
1566557511,4,1,17,0.18181818181818182,0.045454545454545456,0.7727272727272727
1566557512,6,2,14,0.2727272727272727,0.09090909090909091,0.6363636363636364
1566557513,3,3,15,0.14285714285714285,0.14285714285714285,0.7142857142857143
1566557514,9,2,9,0.45,0.1,0.45
1566557515,11,4,6,0.5238095238095238,0.19047619047619047,0.2857142857142857
1566557516,7,1,12,0.35,0.05,0.6
1566557517,7,4,9,0.35,0.2,0.45
1566557518,4,1,18,0.17391304347826086,0.043478260869565216,0.782608695652174
1566557519,6,3,11,0.3,0.15,0.55
1566557520,6,2,14,0.2727272727272727,0.09090909090909091,0.6363636363636364
1566557521,8,1,13,0.36363636363636365,0.045454545454545456,0.5909090909090909
1566557522,5,5,11,0.23809523809523808,0.23809523809523808,0.5238095238095238
1566557523,7,1,12,0.35,0.05,0.6
1566557524,11,0,10,0.5238095238095238,0,0.47619047619047616
1566557525,7,3,11,0.3333333333333333,0.14285714285714285,0.5238095238095238
1566557526,5,2,15,0.22727272727272727,0.09090909090909091,0.6818181818181818
1566557527,7,4,8,0.3684210526315789,0.21052631578947367,0.42105263157894735
1566557528,5,1,17,0.21739130434782608,0.043478260869565216,0.7391304347826086
1566557529,7,3,9,0.3684210526315789,0.15789473684210525,0.47368421052631576
1566557530,10,2,10,0.45454545454545453,0.09090909090909091,0.45454545454545453
1566557531,2,2,16,0.1,0.1,0.8
1566557532,9,0,13,0.4090909090909091,0,0.5909090909090909
1566557533,6,2,13,0.2857142857142857,0.09523809523809523,0.6190476190476191
1566557534,9,1,11,0.42857142857142855,0.047619047619047616,0.5238095238095238
1566557535,8,1,12,0.38095238095238093,0.047619047619047616,0.5714285714285714
1566557536,9,3,8,0.45,0.15,0.4
1566557537,6,1,14,0.2857142857142857,0.047619047619047616,0.6666666666666666
1566557538,5,1,16,0.22727272727272727,0.045454545454545456,0.7272727272727273
1566557539,8,2,9,0.42105263157894735,0.10526315789473684,0.47368421052631576
1566557540,9,1,12,0.4090909090909091,0.045454545454545456,0.5454545454545454
1566557541,7,3,11,0.3333333333333333,0.14285714285714285,0.5238095238095238
1566557542,4,3,15,0.18181818181818182,0.13636363636363635,0.6818181818181818
1566557543,5,2,14,0.23809523809523808,0.09523809523809523,0.6666666666666666
1566557544,6,1,14,0.2857142857142857,0.047619047619047616,0.6666666666666666
1566557545,7,8,5,0.35,0.4,0.25
1566557546,10,1,11,0.45454545454545453,0.045454545454545456,0.5
1566557547,10,5,6,0.47619047619047616,0.23809523809523808,0.2857142857142857
1566557548,5,2,13,0.25,0.1,0.65
1566557549,5,0,17,0.22727272727272727,0,0.7727272727272727
1566557550,10,3,8,0.47619047619047616,0.14285714285714285,0.38095238095238093
1566557551,6,2,14,0.2727272727272727,0.09090909090909091,0.6363636363636364
1566557552,6,5,9,0.3,0.25,0.45
1566557553,6,5,9,0.3,0.25,0.45
1566557554,10,2,11,0.43478260869565216,0.08695652173913043,0.4782608695652174
1566557555,6,0,14,0.3,0,0.7
1566557556,7,2,10,0.3684210526315789,0.10526315789473684,0.5263157894736842
1566557557,11,2,10,0.4782608695652174,0.08695652173913043,0.43478260869565216
1566557558,9,1,11,0.42857142857142855,0.047619047619047616,0.5238095238095238
1566557559,11,4,7,0.5,0.18181818181818182,0.3181818181818182
1566557560,2,4,13,0.10526315789473684,0.21052631578947367,0.6842105263157895
1566557561,7,4,10,0.3333333333333333,0.19047619047619047,0.47619047619047616
1566557562,6,1,15,0.2727272727272727,0.045454545454545456,0.6818181818181818
1566557563,8,3,10,0.38095238095238093,0.14285714285714285,0.47619047619047616
1566557564,7,2,11,0.35,0.1,0.55
1566557565,4,2,14,0.2,0.1,0.7
1566557566,9,2,12,0.391304347826087,0.08695652173913043,0.5217391304347826
1566557567,4,4,10,0.2222222222222222,0.2222222222222222,0.5555555555555556
1566557568,10,3,10,0.43478260869565216,0.13043478260869565,0.43478260869565216
1566557569,8,3,11,0.36363636363636365,0.13636363636363635,0.5
1566557570,9,4,8,0.42857142857142855,0.19047619047619047,0.38095238095238093
1566557571,7,1,12,0.35,0.05,0.6
1566557572,6,1,16,0.2608695652173913,0.043478260869565216,0.6956521739130435
1566557573,2,3,13,0.1111111111111111,0.16666666666666666,0.7222222222222222
1566557574,6,3,12,0.2857142857142857,0.14285714285714285,0.5714285714285714
1566557575,7,2,12,0.3333333333333333,0.09523809523809523,0.5714285714285714
1566557576,11,2,7,0.55,0.1,0.35
1566557577,6,3,11,0.3,0.15,0.55
1566557578,5,2,11,0.2777777777777778,0.1111111111111111,0.6111111111111112
1566557579,9,3,9,0.42857142857142855,0.14285714285714285,0.42857142857142855
1566557580,10,2,8,0.5,0.1,0.4
1566557581,7,1,12,0.35,0.05,0.6
1566557582,9,5,7,0.42857142857142855,0.23809523809523808,0.3333333333333333
1566557583,8,1,10,0.42105263157894735,0.05263157894736842,0.5263157894736842
1566557584,10,2,8,0.5,0.1,0.4
1566557585,6,1,11,0.3333333333333333,0.05555555555555555,0.6111111111111112
1566557586,7,2,13,0.3181818181818182,0.09090909090909091,0.5909090909090909
1566557587,6,2,13,0.2857142857142857,0.09523809523809523,0.6190476190476191
1566557588,8,2,8,0.4444444444444444,0.1111111111111111,0.4444444444444444
1566557589,9,1,10,0.45,0.05,0.5
1566557590,7,3,11,0.3333333333333333,0.14285714285714285,0.5238095238095238
1566557591,7,1,12,0.35,0.05,0.6
1566557592,9,1,10,0.45,0.05,0.5
1566557593,11,0,9,0.55,0,0.45
1566557594,12,1,7,0.6,0.05,0.35
1566557595,7,1,11,0.3684210526315789,0.05263157894736842,0.5789473684210527
1566557596,8,1,13,0.36363636363636365,0.045454545454545456,0.5909090909090909
1566557597,7,4,9,0.35,0.2,0.45
1566557598,13,1,5,0.6842105263157895,0.05263157894736842,0.2631578947368421
1566557599,9,4,7,0.45,0.2,0.35
1566557600,7,3,10,0.35,0.15,0.5
1566557601,9,0,11,0.45,0,0.55
1566557602,5,2,12,0.2631578947368421,0.10526315789473684,0.631578947368421
1566557603,4,7,11,0.18181818181818182,0.3181818181818182,0.5
1566557604,9,0,10,0.47368421052631576,0,0.5263157894736842
1566557605,7,2,10,0.3684210526315789,0.10526315789473684,0.5263157894736842
1566557606,3,2,16,0.14285714285714285,0.09523809523809523,0.7619047619047619
1566557607,10,2,8,0.5,0.1,0.4
1566557608,7,2,11,0.35,0.1,0.55
1566557609,7,2,11,0.35,0.1,0.55
1566557610,6,2,12,0.3,0.1,0.6
1566557611,10,1,9,0.5,0.05,0.45
1566557612,4,5,11,0.2,0.25,0.55
1566557613,9,0,10,0.47368421052631576,0,0.5263157894736842
1566557614,5,4,12,0.23809523809523808,0.19047619047619047,0.5714285714285714
1566557615,7,3,10,0.35,0.15,0.5
1566557616,5,2,13,0.25,0.1,0.65
1566557617,10,3,8,0.47619047619047616,0.14285714285714285,0.38095238095238093
1566557618,8,1,9,0.4444444444444444,0.05555555555555555,0.5
1566557619,9,1,11,0.42857142857142855,0.047619047619047616,0.5238095238095238
1566557620,10,1,10,0.47619047619047616,0.047619047619047616,0.47619047619047616
1566557621,10,0,10,0.5,0,0.5
1566557622,13,0,6,0.6842105263157895,0,0.3157894736842105
1566557623,11,0,9,0.55,0,0.45
1566557624,6,3,11,0.3,0.15,0.55
1566557625,7,3,10,0.35,0.15,0.5
1566557626,7,1,11,0.3684210526315789,0.05263157894736842,0.5789473684210527
1566557627,9,1,11,0.42857142857142855,0.047619047619047616,0.5238095238095238
1566557628,13,1,6,0.65,0.05,0.3
1566557629,13,1,6,0.65,0.05,0.3
1566557630,5,3,11,0.2631578947368421,0.15789473684210525,0.5789473684210527
1566557631,6,5,11,0.2727272727272727,0.22727272727272727,0.5
1566557632,8,3,8,0.42105263157894735,0.15789473684210525,0.42105263157894735
1566557633,8,1,11,0.4,0.05,0.55
1566557634,8,2,10,0.4,0.1,0.5
1566557635,13,0,8,0.6190476190476191,0,0.38095238095238093
1566557636,9,2,7,0.5,0.1111111111111111,0.3888888888888889
1566557637,9,2,11,0.4090909090909091,0.09090909090909091,0.5
1566557638,10,1,8,0.5263157894736842,0.05263157894736842,0.42105263157894735
1566557639,7,0,14,0.3333333333333333,0,0.6666666666666666
1566557640,7,0,12,0.3684210526315789,0,0.631578947368421
1566557641,10,1,7,0.5555555555555556,0.05555555555555555,0.3888888888888889
1566557642,13,1,8,0.5909090909090909,0.045454545454545456,0.36363636363636365
1566557643,9,3,9,0.42857142857142855,0.14285714285714285,0.42857142857142855
1566557644,12,1,5,0.6666666666666666,0.05555555555555555,0.2777777777777778
1566557645,7,2,12,0.3333333333333333,0.09523809523809523,0.5714285714285714
1566557646,11,2,7,0.55,0.1,0.35
1566557647,9,3,8,0.45,0.15,0.4
1566557648,8,2,10,0.4,0.1,0.5
1566557649,10,4,5,0.5263157894736842,0.21052631578947367,0.2631578947368421
1566557650,10,2,10,0.45454545454545453,0.09090909090909091,0.45454545454545453
1566557651,6,2,10,0.3333333333333333,0.1111111111111111,0.5555555555555556
1566557652,13,0,7,0.65,0,0.35
1566557653,11,2,6,0.5789473684210527,0.10526315789473684,0.3157894736842105
1566557654,7,2,8,0.4117647058823529,0.11764705882352941,0.47058823529411764
1566557655,10,0,10,0.5,0,0.5
1566557656,10,2,8,0.5,0.1,0.4
1566557657,13,0,6,0.6842105263157895,0,0.3157894736842105
1566557658,9,3,6,0.5,0.16666666666666666,0.3333333333333333
1566557659,13,1,5,0.6842105263157895,0.05263157894736842,0.2631578947368421
1566557660,14,3,1,0.7777777777777778,0.16666666666666666,0.05555555555555555
1566557661,13,0,7,0.65,0,0.35
1566557662,8,2,10,0.4,0.1,0.5
1566557663,7,1,11,0.3684210526315789,0.05263157894736842,0.5789473684210527
1566557664,11,1,7,0.5789473684210527,0.05263157894736842,0.3684210526315789
1566557665,11,2,6,0.5789473684210527,0.10526315789473684,0.3157894736842105
1566557666,8,3,8,0.42105263157894735,0.15789473684210525,0.42105263157894735
1566557667,9,1,8,0.5,0.05555555555555555,0.4444444444444444
1566557668,8,2,10,0.4,0.1,0.5
1566557669,8,1,8,0.47058823529411764,0.058823529411764705,0.47058823529411764
1566557670,11,1,10,0.5,0.045454545454545456,0.45454545454545453
1566557671,10,1,7,0.5555555555555556,0.05555555555555555,0.3888888888888889
1566557672,6,2,11,0.3157894736842105,0.10526315789473684,0.5789473684210527
1566557673,9,2,8,0.47368421052631576,0.10526315789473684,0.42105263157894735
1566557674,11,0,7,0.6111111111111112,0,0.3888888888888889
1566557675,10,0,10,0.5,0,0.5
1566557676,8,2,9,0.42105263157894735,0.10526315789473684,0.47368421052631576
1566557677,8,0,10,0.4444444444444444,0,0.5555555555555556
1566557678,13,2,5,0.65,0.1,0.25
1566557679,13,2,4,0.6842105263157895,0.10526315789473684,0.21052631578947367
1566557680,8,0,10,0.4444444444444444,0,0.5555555555555556
1566557681,9,2,8,0.47368421052631576,0.10526315789473684,0.42105263157894735
1566557682,11,5,2,0.6111111111111112,0.2777777777777778,0.1111111111111111
1566557683,11,2,7,0.55,0.1,0.35
1566557684,10,1,8,0.5263157894736842,0.05263157894736842,0.42105263157894735
1566557685,12,2,5,0.631578947368421,0.10526315789473684,0.2631578947368421
1566557686,9,3,7,0.47368421052631576,0.15789473684210525,0.3684210526315789
1566557687,11,2,6,0.5789473684210527,0.10526315789473684,0.3157894736842105
1566557688,8,4,7,0.42105263157894735,0.21052631578947367,0.3684210526315789
1566557689,11,1,6,0.6111111111111112,0.05555555555555555,0.3333333333333333
1566557690,10,1,9,0.5,0.05,0.45
1566557691,12,0,8,0.6,0,0.4
1566557692,12,2,5,0.631578947368421,0.10526315789473684,0.2631578947368421
1566557693,11,0,7,0.6111111111111112,0,0.3888888888888889
1566557694,8,3,9,0.4,0.15,0.45
1566557695,9,1,9,0.47368421052631576,0.05263157894736842,0.47368421052631576
1566557696,14,0,4,0.7777777777777778,0,0.2222222222222222
1566557697,7,3,9,0.3684210526315789,0.15789473684210525,0.47368421052631576
1566557698,14,0,5,0.7368421052631579,0,0.2631578947368421
1566557699,6,1,10,0.35294117647058826,0.058823529411764705,0.5882352941176471
1566557700,8,1,12,0.38095238095238093,0.047619047619047616,0.5714285714285714
1566557701,12,0,7,0.631578947368421,0,0.3684210526315789
1566557702,13,0,5,0.7222222222222222,0,0.2777777777777778
1566557703,11,2,7,0.55,0.1,0.35
1566557704,11,2,7,0.55,0.1,0.35
1566557705,14,0,4,0.7777777777777778,0,0.2222222222222222
1566557706,12,0,7,0.631578947368421,0,0.3684210526315789
1566557707,11,1,8,0.55,0.05,0.4
1566557708,9,4,6,0.47368421052631576,0.21052631578947367,0.3157894736842105
1566557709,11,2,5,0.6111111111111112,0.1111111111111111,0.2777777777777778
1566557710,13,1,5,0.6842105263157895,0.05263157894736842,0.2631578947368421
1566557711,14,2,4,0.7,0.1,0.2
1566557712,10,1,7,0.5555555555555556,0.05555555555555555,0.3888888888888889
1566557713,10,2,8,0.5,0.1,0.4
1566557714,13,0,5,0.7222222222222222,0,0.2777777777777778
1566557715,12,1,7,0.6,0.05,0.35
1566557716,9,2,7,0.5,0.1111111111111111,0.3888888888888889
1566557717,12,2,6,0.6,0.1,0.3
1566557718,8,1,9,0.4444444444444444,0.05555555555555555,0.5
1566557719,12,0,7,0.631578947368421,0,0.3684210526315789
1566557720,12,1,7,0.6,0.05,0.35
1566557721,11,2,5,0.6111111111111112,0.1111111111111111,0.2777777777777778
1566557722,11,2,6,0.5789473684210527,0.10526315789473684,0.3157894736842105
1566557723,9,1,8,0.5,0.05555555555555555,0.4444444444444444
1566557724,14,0,7,0.6666666666666666,0,0.3333333333333333
1566557725,14,0,5,0.7368421052631579,0,0.2631578947368421
1566557726,6,4,9,0.3157894736842105,0.21052631578947367,0.47368421052631576
1566557727,7,5,6,0.3888888888888889,0.2777777777777778,0.3333333333333333
1566557728,10,4,6,0.5,0.2,0.3
1566557729,12,1,6,0.631578947368421,0.05263157894736842,0.3157894736842105
1566557730,10,3,5,0.5555555555555556,0.16666666666666666,0.2777777777777778
1566557731,12,1,5,0.6666666666666666,0.05555555555555555,0.2777777777777778
1566557732,8,2,7,0.47058823529411764,0.11764705882352941,0.4117647058823529
1566557733,9,0,10,0.47368421052631576,0,0.5263157894736842
1566557734,11,3,4,0.6111111111111112,0.16666666666666666,0.2222222222222222
1566557735,13,0,5,0.7222222222222222,0,0.2777777777777778
1566557736,11,1,6,0.6111111111111112,0.05555555555555555,0.3333333333333333
1566557737,10,2,6,0.5555555555555556,0.1111111111111111,0.3333333333333333
1566557738,10,1,7,0.5555555555555556,0.05555555555555555,0.3888888888888889
1566557739,10,1,8,0.5263157894736842,0.05263157894736842,0.42105263157894735
1566557740,11,0,4,0.7333333333333333,0,0.26666666666666666
1566557741,12,1,6,0.631578947368421,0.05263157894736842,0.3157894736842105
1566557742,14,1,4,0.7368421052631579,0.05263157894736842,0.21052631578947367
1566557743,9,3,6,0.5,0.16666666666666666,0.3333333333333333
1566557744,9,1,8,0.5,0.05555555555555555,0.4444444444444444
1566557745,12,2,4,0.6666666666666666,0.1111111111111111,0.2222222222222222
1566557746,10,1,7,0.5555555555555556,0.05555555555555555,0.3888888888888889
1566557747,9,1,9,0.47368421052631576,0.05263157894736842,0.47368421052631576
1566557748,8,1,6,0.5333333333333333,0.06666666666666667,0.4
1566557749,13,1,6,0.65,0.05,0.3
1566557750,15,1,2,0.8333333333333334,0.05555555555555555,0.1111111111111111
1566557751,10,1,6,0.5882352941176471,0.058823529411764705,0.35294117647058826
1566557752,12,0,7,0.631578947368421,0,0.3684210526315789
1566557753,10,1,6,0.5882352941176471,0.058823529411764705,0.35294117647058826
1566557754,7,3,9,0.3684210526315789,0.15789473684210525,0.47368421052631576
1566557755,12,3,2,0.7058823529411765,0.17647058823529413,0.11764705882352941
1566557756,12,1,6,0.631578947368421,0.05263157894736842,0.3157894736842105
1566557757,10,0,7,0.5882352941176471,0,0.4117647058823529
1566557758,14,3,2,0.7368421052631579,0.15789473684210525,0.10526315789473684
1566557759,10,4,4,0.5555555555555556,0.2222222222222222,0.2222222222222222
1566557760,12,1,5,0.6666666666666666,0.05555555555555555,0.2777777777777778
1566557761,8,1,9,0.4444444444444444,0.05555555555555555,0.5
1566557762,9,2,6,0.5294117647058824,0.11764705882352941,0.35294117647058826
1566557763,10,2,6,0.5555555555555556,0.1111111111111111,0.3333333333333333
1566557764,10,0,9,0.5263157894736842,0,0.47368421052631576
1566557765,12,2,5,0.631578947368421,0.10526315789473684,0.2631578947368421
1566557766,9,2,5,0.5625,0.125,0.3125
1566557767,9,1,6,0.5625,0.0625,0.375
1566557768,13,1,8,0.5909090909090909,0.045454545454545456,0.36363636363636365
1566557769,12,0,6,0.6666666666666666,0,0.3333333333333333
1566557770,12,1,5,0.6666666666666666,0.05555555555555555,0.2777777777777778
1566557771,11,0,6,0.6470588235294118,0,0.35294117647058826
1566557772,12,1,5,0.6666666666666666,0.05555555555555555,0.2777777777777778
1566557773,13,2,3,0.7222222222222222,0.1111111111111111,0.16666666666666666
1566557774,10,0,9,0.5263157894736842,0,0.47368421052631576
1566557775,10,1,6,0.5882352941176471,0.058823529411764705,0.35294117647058826
1566557776,15,1,2,0.8333333333333334,0.05555555555555555,0.1111111111111111
1566557777,13,3,2,0.7222222222222222,0.16666666666666666,0.1111111111111111
1566557778,12,0,5,0.7058823529411765,0,0.29411764705882354
1566557779,13,1,4,0.7222222222222222,0.05555555555555555,0.2222222222222222
1566557780,11,1,7,0.5789473684210527,0.05263157894736842,0.3684210526315789
1566557781,9,2,6,0.5294117647058824,0.11764705882352941,0.35294117647058826
1566557782,11,0,7,0.6111111111111112,0,0.3888888888888889
1566557783,12,2,4,0.6666666666666666,0.1111111111111111,0.2222222222222222
1566557784,18,0,1,0.9473684210526315,0,0.05263157894736842
1566557785,9,2,5,0.5625,0.125,0.3125
1566557786,9,2,7,0.5,0.1111111111111111,0.3888888888888889
1566557787,14,2,4,0.7,0.1,0.2
1566557788,15,1,2,0.8333333333333334,0.05555555555555555,0.1111111111111111
1566557789,9,2,7,0.5,0.1111111111111111,0.3888888888888889
1566557790,11,2,3,0.6875,0.125,0.1875
1566557791,12,1,6,0.631578947368421,0.05263157894736842,0.3157894736842105
1566557792,10,2,7,0.5263157894736842,0.10526315789473684,0.3684210526315789
1566557793,12,1,4,0.7058823529411765,0.058823529411764705,0.23529411764705882
1566557794,12,2,4,0.6666666666666666,0.1111111111111111,0.2222222222222222
1566557795,15,0,4,0.7894736842105263,0,0.21052631578947367
1566557796,15,1,2,0.8333333333333334,0.05555555555555555,0.1111111111111111
1566557797,11,0,7,0.6111111111111112,0,0.3888888888888889
1566557798,11,0,7,0.6111111111111112,0,0.3888888888888889
1566557799,11,0,7,0.6111111111111112,0,0.3888888888888889
1566557800,12,0,6,0.6666666666666666,0,0.3333333333333333
1566557801,10,4,5,0.5263157894736842,0.21052631578947367,0.2631578947368421
1566557802,11,0,5,0.6875,0,0.3125
1566557803,15,1,3,0.7894736842105263,0.05263157894736842,0.15789473684210525
1566557804,14,1,1,0.875,0.0625,0.0625
1566557805,13,2,3,0.7222222222222222,0.1111111111111111,0.16666666666666666
1566557806,19,0,1,0.95,0,0.05
1566557807,11,0,5,0.6875,0,0.3125
1566557808,13,4,3,0.65,0.2,0.15
1566557809,14,1,3,0.7777777777777778,0.05555555555555555,0.16666666666666666
1566557810,10,2,5,0.5882352941176471,0.11764705882352941,0.29411764705882354
1566557811,9,2,4,0.6,0.13333333333333333,0.26666666666666666
1566557812,14,1,5,0.7,0.05,0.25
1566557813,10,0,7,0.5882352941176471,0,0.4117647058823529
1566557814,13,0,4,0.7647058823529411,0,0.23529411764705882
1566557815,8,0,7,0.5333333333333333,0,0.4666666666666667
1566557816,14,2,3,0.7368421052631579,0.10526315789473684,0.15789473684210525
1566557817,11,1,4,0.6875,0.0625,0.25
1566557818,13,1,3,0.7647058823529411,0.058823529411764705,0.17647058823529413
1566557819,15,1,1,0.8823529411764706,0.058823529411764705,0.058823529411764705
1566557820,10,2,5,0.5882352941176471,0.11764705882352941,0.29411764705882354
1566557821,12,1,5,0.6666666666666666,0.05555555555555555,0.2777777777777778
1566557822,13,0,3,0.8125,0,0.1875
1566557823,14,1,3,0.7777777777777778,0.05555555555555555,0.16666666666666666
1566557824,14,0,3,0.8235294117647058,0,0.17647058823529413
1566557825,10,1,5,0.625,0.0625,0.3125
1566557826,11,1,5,0.6470588235294118,0.058823529411764705,0.29411764705882354
1566557827,11,0,5,0.6875,0,0.3125
1566557828,15,1,3,0.7894736842105263,0.05263157894736842,0.15789473684210525
1566557829,12,0,5,0.7058823529411765,0,0.29411764705882354
1566557830,9,3,4,0.5625,0.1875,0.25
1566557831,11,3,2,0.6875,0.1875,0.125
1566557832,10,0,6,0.625,0,0.375
1566557833,18,0,2,0.9,0,0.1
1566557834,10,1,5,0.625,0.0625,0.3125
1566557835,9,2,7,0.5,0.1111111111111111,0.3888888888888889
1566557836,8,1,6,0.5333333333333333,0.06666666666666667,0.4
1566557837,11,1,5,0.6470588235294118,0.058823529411764705,0.29411764705882354
1566557838,13,3,2,0.7222222222222222,0.16666666666666666,0.1111111111111111
1566557839,7,2,7,0.4375,0.125,0.4375
1566557840,12,1,4,0.7058823529411765,0.058823529411764705,0.23529411764705882
1566557841,15,1,2,0.8333333333333334,0.05555555555555555,0.1111111111111111
1566557842,10,1,6,0.5882352941176471,0.058823529411764705,0.35294117647058826
1566557843,13,0,4,0.7647058823529411,0,0.23529411764705882
1566557844,12,0,5,0.7058823529411765,0,0.29411764705882354
1566557845,14,3,1,0.7777777777777778,0.16666666666666666,0.05555555555555555
1566557846,11,1,4,0.6875,0.0625,0.25
1566557847,15,1,2,0.8333333333333334,0.05555555555555555,0.1111111111111111
1566557848,12,2,3,0.7058823529411765,0.11764705882352941,0.17647058823529413
1566557849,10,1,4,0.6666666666666666,0.06666666666666667,0.26666666666666666
1566557850,10,3,5,0.5555555555555556,0.16666666666666666,0.2777777777777778
1566557851,11,1,5,0.6470588235294118,0.058823529411764705,0.29411764705882354
1566557852,16,1,1,0.8888888888888888,0.05555555555555555,0.05555555555555555
1566557853,12,0,2,0.8571428571428571,0,0.14285714285714285
1566557854,16,1,2,0.8421052631578947,0.05263157894736842,0.10526315789473684
1566557855,9,1,7,0.5294117647058824,0.058823529411764705,0.4117647058823529
1566557856,14,1,2,0.8235294117647058,0.058823529411764705,0.11764705882352941
1566557857,11,2,4,0.6470588235294118,0.11764705882352941,0.23529411764705882
1566557858,7,3,7,0.4117647058823529,0.17647058823529413,0.4117647058823529
1566557859,11,1,5,0.6470588235294118,0.058823529411764705,0.29411764705882354
1566557860,14,0,4,0.7777777777777778,0,0.2222222222222222
1566557861,11,3,2,0.6875,0.1875,0.125
1566557862,15,0,2,0.8823529411764706,0,0.11764705882352941
1566557863,15,0,2,0.8823529411764706,0,0.11764705882352941
1566557864,11,1,4,0.6875,0.0625,0.25
1566557865,12,0,6,0.6666666666666666,0,0.3333333333333333
1566557866,15,0,2,0.8823529411764706,0,0.11764705882352941
1566557867,14,1,3,0.7777777777777778,0.05555555555555555,0.16666666666666666
1566557868,14,2,1,0.8235294117647058,0.11764705882352941,0.058823529411764705
1566557869,11,0,3,0.7857142857142857,0,0.21428571428571427
1566557870,12,2,5,0.631578947368421,0.10526315789473684,0.2631578947368421
1566557871,11,2,5,0.6111111111111112,0.1111111111111111,0.2777777777777778
1566557872,13,0,2,0.8666666666666667,0,0.13333333333333333
1566557873,14,0,5,0.7368421052631579,0,0.2631578947368421
1566557874,12,1,2,0.8,0.06666666666666667,0.13333333333333333
1566557875,12,4,2,0.6666666666666666,0.2222222222222222,0.1111111111111111
1566557876,15,0,2,0.8823529411764706,0,0.11764705882352941
1566557877,14,1,2,0.8235294117647058,0.058823529411764705,0.11764705882352941
1566557878,10,0,7,0.5882352941176471,0,0.4117647058823529
1566557879,12,2,4,0.6666666666666666,0.1111111111111111,0.2222222222222222
1566557880,11,1,3,0.7333333333333333,0.06666666666666667,0.2
1566557881,13,4,2,0.6842105263157895,0.21052631578947367,0.10526315789473684
1566557882,14,0,3,0.8235294117647058,0,0.17647058823529413
1566557883,8,1,6,0.5333333333333333,0.06666666666666667,0.4
1566557884,11,1,4,0.6875,0.0625,0.25
1566557885,13,3,4,0.65,0.15,0.2
1566557886,13,1,1,0.8666666666666667,0.06666666666666667,0.06666666666666667
1566557887,14,2,3,0.7368421052631579,0.10526315789473684,0.15789473684210525
1566557888,14,0,3,0.8235294117647058,0,0.17647058823529413
1566557889,13,1,2,0.8125,0.0625,0.125
1566557890,12,2,3,0.7058823529411765,0.11764705882352941,0.17647058823529413
1566557891,10,1,6,0.5882352941176471,0.058823529411764705,0.35294117647058826
1566557892,12,1,3,0.75,0.0625,0.1875
1566557893,12,2,3,0.7058823529411765,0.11764705882352941,0.17647058823529413
1566557894,12,0,3,0.8,0,0.2
1566557895,14,1,2,0.8235294117647058,0.058823529411764705,0.11764705882352941
1566557896,11,1,3,0.7333333333333333,0.06666666666666667,0.2
1566557897,15,0,2,0.8823529411764706,0,0.11764705882352941
1566557898,10,1,4,0.6666666666666666,0.06666666666666667,0.26666666666666666
1566557899,9,0,7,0.5625,0,0.4375
1566557900,12,0,4,0.75,0,0.25
1566557901,13,1,2,0.8125,0.0625,0.125
1566557902,16,0,1,0.9411764705882353,0,0.058823529411764705
1566557903,11,1,3,0.7333333333333333,0.06666666666666667,0.2
1566557904,10,1,5,0.625,0.0625,0.3125
1566557905,16,1,0,0.9411764705882353,0.058823529411764705,0
1566557906,12,0,4,0.75,0,0.25
1566557907,13,2,1,0.8125,0.125,0.0625
1566557908,12,1,2,0.8,0.06666666666666667,0.13333333333333333
1566557909,14,1,2,0.8235294117647058,0.058823529411764705,0.11764705882352941
1566557910,10,0,4,0.7142857142857143,0,0.2857142857142857
1566557911,16,0,1,0.9411764705882353,0,0.058823529411764705
1566557912,14,1,1,0.875,0.0625,0.0625
1566557913,13,1,3,0.7647058823529411,0.058823529411764705,0.17647058823529413
1566557914,12,0,2,0.8571428571428571,0,0.14285714285714285
1566557915,13,3,2,0.7222222222222222,0.16666666666666666,0.1111111111111111
1566557916,12,2,2,0.75,0.125,0.125
1566557917,13,0,3,0.8125,0,0.1875
1566557918,14,1,1,0.875,0.0625,0.0625
1566557919,14,0,2,0.875,0,0.125
1566557920,11,1,3,0.7333333333333333,0.06666666666666667,0.2
1566557921,12,0,2,0.8571428571428571,0,0.14285714285714285
1566557922,15,1,3,0.7894736842105263,0.05263157894736842,0.15789473684210525
1566557923,12,0,3,0.8,0,0.2
1566557924,15,0,1,0.9375,0,0.0625
